"ID","oc_coffee_doll","NPV_restoration","total_bags","area_coffe_field_ha","group","total_bags_presente","bags_dif","yield_reais_pres","yield_reais_futur","dif_reais","NPV_yield_r","NPV_yield_d","NPV_yield_r_n.progr","NPV_yield_d_n.progr","NPV_yield_r_pres","NPV_yield_d_pres","CARedit","area_rest_ha","total_cost","NUM_MODULO","Sobreposicao","Area_Propriedade_ha","X","Y","APP_area_ha","RL_area_ha","CD_GEOCMU","regiao","Veg_area_ha","PropRL","PropVeg","Cafe_ha","Prop_coffee","Shape_Length","Shape_Area","Perimeter_Area","APPRast_ha","PropAPPrast","Veg_posrest_ha","PropVegposrest","target","compensation_costs","scale","Potential_comp_gain","restor_cost","TonC","rest_desc","restor_cost_f","total_cost_minusCoffee","total_benefits","c_b"
"MG-3126307-C6D301245AB94AEC866E4FC3A786DD80present",0,0,10574.0999999998,282.419999999994,"Present",10574.0999999998,0,4522322.20575591,4522322.20575591,0,0,0,0,0,44400826.0400928,13814216.5680688,"MG-3126307-C6D301245AB94AEC866E4FC3A786DD80",0,0,17.7988,0.0286627592760037,498.365570068359,313783.5625,7687309,17.0781230926514,102.202606201172,3126307,3105,114.539108276367,0.205075576901436,0.229829490184784,283.140014648438,0.568137168884277,14521.4236447791,4983655.60673544,0.00291380961425602,4.5,0.0090295160189271,114.539108276367,0.229829490184784,"present",0,"present",0,0,0,0,0,0,0,0
"MG-3128303-09F5D0E72438423DA4D7FB7641199B5Bindiv10",4643.53750289346,17402.3609303443,1388.79000000005,40.9500000000002,"Scenarios",1750.31999999988,-361.52999999983,748575.387331149,593956.540616421,-154618.846714727,-1518070.629015,-472310.051527002,-1518070.629015,-472310.051527002,7349623.49840566,2286653.1944488,"MG-3128303-09F5D0E72438423DA4D7FB7641199B5B",35.46,61107.5949751429,9.4588,0.003515326,264.8467102,310205.125,7648900,48.4564743,54.18282318,3128303,3105,24.3823719,0.204581827,0.092062205,44.48249817,0.167955637,8931.65096,2648467.249,0.003372385,37.34999847,0.141024962,59.8423719,0.225950973130117,"fl10",0,"farm-level",0,85354.2166696557,2988.37425132751,0.512045400333881,43705.2340447986,56464.0574722494,-472310.051527002,-528774.108999252
"MG-3128303-09F5D0E72438423DA4D7FB7641199B5Bindiv20",4643.53750289346,17402.3609303443,1430.91,40.9500000000002,"Scenarios",1750.31999999988,-319.40999999988,748575.387331149,611970.3868356,-136605.000495549,-1341208.03145998,-417283.637756905,-1341208.03145998,-417283.637756905,7349623.49840566,2286653.1944488,"MG-3128303-09F5D0E72438423DA4D7FB7641199B5B",35.46,61107.5949998824,9.4588,0.00351532574454839,264.846710205078,310205.125,7648900,48.4564743041992,54.1828231811523,3128303,3105,24.3823719024658,0.204581826925278,0.0920622050762177,44.4824981689453,0.167955636978149,8931.65096045501,2648467.24870272,0.0033723849337548,37.3499984741211,0.141024962067604,59.8423719024658,0.225950973135095,"fl20",0,"farm-level",0,85354.2167179707,2988.37425132751,0.512045400333881,43705.2340695381,56464.0574969889,-417283.637756905,-473747.695253894
"MG-3128303-09F5D0E72438423DA4D7FB7641199B5Bindiv30",5235.98393078086,19827.540392321,1915.01999999998,40.5,"Scenarios",1750.31999999988,164.7000000001,748575.387331149,819014.144983191,70438.7576520427,256136.790858592,79690.6142416299,691578.105825351,215167.387178328,7349623.49840566,2286653.1944488,"MG-3128303-09F5D0E72438423DA4D7FB7641199B5B",55.17,72466.7107903105,9.4588,0.00351532574454839,264.846710205078,310205.125,7648900,48.4564743041992,54.1828231811523,3128303,3105,24.3823719024658,0.204581826925278,0.0920622050762177,44.4824981689453,0.167955636978149,8931.65096045501,2648467.24870272,0.0033723849337548,37.3499984741211,0.141024962067604,79.5523719024658,0.300371380263195,"fl30",0,"farm-level",0,110275.089074232,4586.27937080383,0.477344165757647,52639.1703979895,67230.7268595296,215167.387178328,147936.660318798
"MG-3128303-09F5D0E72438423DA4D7FB7641199B5Bindiv40",6894.83392884878,23072.3406909844,2041.28999999991,39.2399999999984,"Scenarios",1750.31999999988,290.97000000003,748575.387331149,873017.192516361,124441.805185213,452508.330516619,140786.751826809,1221787.98695751,380129.050681522,7349623.49840566,2286653.1944488,"MG-3128303-09F5D0E72438423DA4D7FB7641199B5B",81.63,92160.1669640073,9.4588,0.00351532574454839,264.846710205078,310205.125,7648900,48.4564743041992,54.1828231811523,3128303,3105,24.3823719024658,0.204581826925278,0.0920622050762177,44.4824981689453,0.167955636978149,8931.65096045501,2648467.24870272,0.0033723849337548,37.3499984741211,0.141024962067604,106.012371902466,0.400278228188591,"fl40",0,"farm-level",7243.39151753923,153427.585214778,6798.80977500915,0.450295989318409,69087.8262730229,85265.3330351585,387372.442199061,302107.109163903
"MG-3128303-09F5D0E72438423DA4D7FB7641199B5Bint20",4643.53750289346,17402.3609303443,1031.76000000001,40.9500000000002,"Scenarios",1750.31999999988,-718.55999999987,748575.387331149,441262.250121604,-307313.137209544,-3017245.68136899,-938741.212694218,-3017245.68136899,-938741.212694218,7349623.49840566,2286653.1944488,"MG-3128303-09F5D0E72438423DA4D7FB7641199B5B",35.46,61107.5949998824,9.4588,0.00351532574454839,264.846710205078,310205.125,7648900,48.4564743041992,54.1828231811523,3128303,3105,24.3823719024658,0.204581826925278,0.0920622050762177,44.4824981689453,0.167955636978149,8931.65096045501,2648467.24870272,0.0033723849337548,37.3499984741211,0.141024962067604,59.8423719024658,0.225950973135095,"rl20",0,"regional-level",0,85354.2167179707,2988.37425132751,0.512045400333881,43705.2340695381,56464.0574969889,-938741.212694218,-995205.270191207
"MG-3128303-09F5D0E72438423DA4D7FB7641199B5Bint30",4643.53750289346,17436.0439784273,1261.89000000001,40.9500000000002,"Scenarios",1750.31999999988,-488.42999999987,748575.387331149,539684.055212404,-208891.332118744,-2050925.89088028,-638094.759680748,-2050925.89088028,-638094.759680748,7349623.49840566,2286653.1944488,"MG-3128303-09F5D0E72438423DA4D7FB7641199B5B",35.73,61188.9936370516,9.4588,0.00351532574454839,264.846710205078,310205.125,7648900,48.4564743041992,54.1828231811523,3128303,3105,24.3823719024658,0.204581826925278,0.0920622050762177,44.4824981689453,0.167955636978149,8931.65096045501,2648467.24870272,0.0033723849337548,37.3499984741211,0.141024962067604,60.1123719024658,0.226970430766986,"rl30",0,"regional-level",0,85554.0019261137,3011.42079162598,0.511407399696046,43752.9496586243,56545.4561341581,-638094.759680748,-694640.215814906
"MG-3128303-09F5D0E72438423DA4D7FB7641199B5Bint40",7013.32321441505,27192.900239806,1401.11999999994,39.149999999998,"Scenarios",1750.31999999988,-349.19999999994,748575.387331149,599229.824659174,-149345.562671974,-1466296.7489619,-456201.891940581,-1466296.7489619,-456201.891940581,7349623.49840566,2286653.1944488,"MG-3128303-09F5D0E72438423DA4D7FB7641199B5B",114.75,118385.732380705,9.4588,0.00351532574454839,264.846710205078,310205.125,7648900,48.4564743041992,54.1828231811523,3128303,3105,24.3823719024658,0.204581826925278,0.0920622050762177,44.4824981689453,0.167955636978149,8931.65096045501,2648467.24870272,0.0033723849337548,37.3499984741211,0.141024962067604,139.132371902466,0.52533169770065,"rl40",0,"regional-level",13819.2401879135,212492.737106385,9610.51847442627,0.429157407367025,91192.832140899,111372.40916629,-442382.651752668,-553755.060918957
"MG-3128303-09F5D0E72438423DA4D7FB7641199B5Bpresent",0,0,1750.31999999988,44.639999999997,"Present",1750.31999999988,0,748575.387331149,748575.387331149,0,0,0,0,0,7349623.49840566,2286653.1944488,"MG-3128303-09F5D0E72438423DA4D7FB7641199B5B",0,0,9.4588,0.00351532574454839,264.846710205078,310205.125,7648900,48.4564743041992,54.1828231811523,3128303,3105,24.3823719024658,0.204581826925278,0.0920622050762177,44.4824981689453,0.167955636978149,8931.65096045501,2648467.24870272,0.0033723849337548,37.3499984741211,0.141024962067604,24.3823719024658,0.0920622050762177,"present",0,"present",0,0,0,0,0,0,0,0
"MG-3128303-34BDE871501B4CFDAB656285FEBEB833indiv10",236.978571153559,11078.2627270281,2765.70000000007,79.020000000002,"Scenarios",3564.00000000011,-798.30000000004,1524248.52624005,1182832.25281203,-341416.273428017,-3352075.29981828,-1042915.14987471,-3352075.29981828,-1042915.14987471,14965296.7162121,4656081.1651677,"MG-3128303-34BDE871501B4CFDAB656285FEBEB833",13.14,65580.454241491,5.8441,0.011048817,163.6344147,312470.9375,7646290,15.70912457,16.22623253,3128303,3105,3.536752939,0.099161491,0.021613747,79.01999664,0.482905746,7079.698744,1636344.15,0.004326534,13.14000034,0.080300957,16.676752939,0.101914704003888,"fl10",25347.4255470099,"farm-level",0,47641.4333129719,1075.1024370575,0.611962402052977,29154.765967453,65343.4756703375,-1042915.14987471,-1108258.62554505
"MG-3128303-34BDE871501B4CFDAB656285FEBEB833indiv20",2369.78571153559,13099.2456120088,2554.20000000009,77.4000000000027,"Scenarios",3564.00000000011,-1009.80000000002,1524248.52624005,1092378.11047204,-431870.415768009,-4240167.40292672,-1319222.9967975,-4240167.40292672,-1319222.9967975,14965296.7162121,4656081.1651677,"MG-3128303-34BDE871501B4CFDAB656285FEBEB833",29.34,55040.5928332149,5.8441,0.0110488167533569,163.634414672852,312470.9375,7646290,15.7091245651245,16.2262325286865,3128303,3105,3.53675293922424,0.0991614907979965,0.021613746881485,79.0199966430664,0.482905745506287,7079.69874435143,1636344.15013736,0.00432653399184346,13.1400003433228,0.0803009569644928,32.8767529392242,0.200915883159135,"fl20",0,"farm-level",0,79357.2356355498,2441.99559059143,0.528513208471914,41941.3472212061,52670.8071216793,-1319222.9967975,-1371893.80391918
"MG-3128303-34BDE871501B4CFDAB656285FEBEB833indiv30",2843.74285384271,15142.6838623781,4083.12000000014,77.0400000000027,"Scenarios",3564.00000000011,519.12000000003,1524248.52624005,1746265.33177926,222016.805539213,807320.770312323,251177.848604082,2179793.72371499,678188.791936566,14965296.7162121,4656081.1651677,"MG-3128303-34BDE871501B4CFDAB656285FEBEB833",45.72,70760.8569264896,5.8441,0.0110488167533569,163.634414672852,312470.9375,7646290,15.7091245651245,16.2262325286865,3128303,3105,3.53675293922424,0.0991614907979965,0.021613746881485,79.0199966430664,0.482905745506287,7079.69874435143,1636344.15013736,0.00432653399184346,13.1400003433228,0.0803009569644928,49.2567529392242,0.301017075397626,"fl30",0,"farm-level",1296.17541541543,113159.471664966,3839.53618309021,0.491502586975499,55618.1730641115,67917.1140726469,679484.967351981,611567.853279334
"MG-3128303-34BDE871501B4CFDAB656285FEBEB833indiv40",2962.23213940899,17186.1221127474,4386.1500000001,76.9500000000017,"Scenarios",3564.00000000011,822.14999999999,1524248.52624005,1875864.94763404,351616.421393995,1278584.47239989,397799.869451825,3452221.85612605,1074073.26878296,14965296.7162121,4656081.1651677,"MG-3128303-34BDE871501B4CFDAB656285FEBEB833",62.1,86503.7550991577,5.8441,0.0110488167533569,163.634414672852,312470.9375,7646290,15.7091245651245,16.2262325286865,3128303,3105,3.53675293922424,0.0991614907979965,0.021613746881485,79.0199966430664,0.482905745506287,7079.69874435143,1636344.15013736,0.00432653399184346,13.1400003433228,0.0803009569644928,65.6367529392242,0.401118267636117,"fl40",0,"farm-level",27164.5534556031,147849.690716843,5214.06231811523,0.468838538994073,69317.6329864103,83541.5229597487,1101237.82223856,1017696.29927881
"MG-3128303-34BDE871501B4CFDAB656285FEBEB833int20",236.978571153559,11078.2627270281,1975.50000000005,79.020000000002,"Scenarios",3564.00000000011,-1588.50000000006,1524248.52624005,844880.180580021,-679368.345660026,-6670138.56164509,-2075248.29710127,-6670138.56164509,-2075248.29710127,14965296.7162121,4656081.1651677,"MG-3128303-34BDE871501B4CFDAB656285FEBEB833",13.14,65584.7769016131,5.8441,0.0110488167533569,163.634414672852,312470.9375,7646290,15.7091245651245,16.2262325286865,3128303,3105,3.53675293922424,0.0991614907979965,0.021613746881485,79.0199966430664,0.482905745506287,7079.69874435143,1636344.15013736,0.00432653399184346,13.1400003433228,0.0803009569644928,16.6767529392242,0.101914704022167,"rl20",25351.748205614,"regional-level",0,47641.4333154524,1075.1024370575,0.611962402052977,29154.765968971,65347.7983304595,-2075248.29710127,-2140596.09543173
"MG-3128303-34BDE871501B4CFDAB656285FEBEB833int30",236.978571153559,11078.2627270281,2528.64000000006,79.020000000002,"Scenarios",3564.00000000011,-1035.36000000005,1524248.52624005,1081446.63114243,-442801.895097621,-4347494.27836634,-1352615.09404268,-4347494.27836634,-1352615.09404268,14965296.7162121,4656081.1651677,"MG-3128303-34BDE871501B4CFDAB656285FEBEB833",13.14,68076.7029518246,5.8441,0.0110488167533569,163.634414672852,312470.9375,7646290,15.7091245651245,16.2262325286865,3128303,3105,3.53675293922424,0.0991614907979965,0.021613746881485,79.0199966430664,0.482905745506287,7079.69874435143,1636344.15013736,0.00432653399184346,13.1400003433228,0.0803009569644928,16.6767529392242,0.101914704022167,"rl30",27843.6742558255,"regional-level",0,47641.4333154524,1075.1024370575,0.611962402052977,29154.765968971,67839.724380671,-1352615.09404268,-1420454.81842335
"MG-3128303-34BDE871501B4CFDAB656285FEBEB833int40",473.957142307118,11190.5395539715,3626.64000000009,78.840000000002,"Scenarios",3564.00000000011,62.6399999999799,1524248.52624005,1551038.34882244,26789.8225823913,97415.9598018659,30308.5614820344,263026.427133332,81834.1538120093,14965296.7162121,4656081.1651677,"MG-3128303-34BDE871501B4CFDAB656285FEBEB833",14.04,66781.9943306764,5.8441,0.0110488167533569,163.634414672852,312470.9375,7646290,15.7091245651245,16.2262325286865,3128303,3105,3.53675293922424,0.0991614907979965,0.021613746881485,79.0199966430664,0.482905745506287,7079.69874435143,1636344.15013736,0.00432653399184346,13.1400003433228,0.0803009569644928,17.5767529392242,0.107414769529777,"rl40",26029.8511923602,"regional-level",0,48935.282035384,1136.53899055481,0.604095906977083,29561.6035843447,66308.0371883693,81834.1538120093,15526.11662364
"MG-3128303-34BDE871501B4CFDAB656285FEBEB833present",0,0,3564.00000000011,79.2000000000024,"Present",3564.00000000011,0,1524248.52624005,1524248.52624005,0,0,0,0,0,14965296.7162121,4656081.1651677,"MG-3128303-34BDE871501B4CFDAB656285FEBEB833",0,0,5.8441,0.0110488167533569,163.634414672852,312470.9375,7646290,15.7091245651245,16.2262325286865,3128303,3105,3.53675293922424,0.0991614907979965,0.021613746881485,79.0199966430664,0.482905745506287,7079.69874435143,1636344.15013736,0.00432653399184346,13.1400003433228,0.0803009569644928,3.53675293922424,0.021613746881485,"present",0,"present",0,0,0,0,0,0,0,0
"MG-3128303-68C692A1E4D244F3A87824D34491A972indiv10",592.446427884597,10531.3158658196,1993.50000000002,62.3700000000006,"Scenarios",3322.26000000003,-1328.76000000001,1420861.36610161,852578.405460009,-568282.960641604,-5579485.87672097,-1735918.74551854,-5579485.87672097,-1735918.74551854,13950226.3379354,4340267.17502517,"MG-3128303-68C692A1E4D244F3A87824D34491A972",8.1,46799.3532096395,5.4936,0.054265105,153.8221436,316149.1875,7644009.5,13.55114365,30.79877281,3128303,3105,14.42816353,0.200223267,0.093797699,62.57249832,0.406784713,6283.530072,1538221.433,0.004084932,8.550000191,0.055583674,22.52816353,0.146455919822457,"fl10",13007.2540643563,"farm-level",0,34395.5842041804,690.792034378052,0.676272370935237,23260.7832794636,46206.9067817549,-1735918.74551854,-1782125.65230029
"MG-3128303-68C692A1E4D244F3A87824D34491A972indiv20",3748.59514430921,14829.2836735796,1487.61000000006,59.7600000000023,"Scenarios",3322.26000000003,-1834.64999999997,1420861.36610161,636219.795207626,-784641.570893987,-7703726.60504973,-2396823.59979644,-7703726.60504973,-2396823.59979644,13950226.3379354,4340267.17502517,"MG-3128303-68C692A1E4D244F3A87824D34491A972",16.38,46492.3027726102,5.4936,0.0542651045738106,153.822143554688,316149.1875,7644009.5,13.5511436462402,30.7987728118896,3128303,3105,14.4281635284424,0.2002232670784,0.0937976986169815,62.5724983215332,0.40678471326828,6283.53007248069,1538221.43330731,0.00408493215218186,8.55000019073486,0.0555836744606495,30.8081635284424,0.200284320686828,"fl20",0,"farm-level",0,53981.6074180342,1358.54056343079,0.586551987120943,31663.0190990306,42743.707628301,-2396823.59979644,-2439567.30742474
"MG-3128303-68C692A1E4D244F3A87824D34491A972indiv30",11308.8769902462,34887.2856415438,1712.79000000004,53.6400000000011,"Scenarios",3322.26000000003,-1609.46999999999,1420861.36610161,732524.588456417,-688336.777645196,-6758191.94888917,-2102643.92617906,-6758191.94888917,-2102643.92617906,13950226.3379354,4340267.17502517,"MG-3128303-68C692A1E4D244F3A87824D34491A972",31.77,95201.0105694796,5.4936,0.0542651045738106,153.822143554688,316149.1875,7644009.5,13.5511436462402,30.7987728118896,3128303,3105,14.4281635284424,0.2002232670784,0.0937976986169815,62.5724983215332,0.40678471326828,6283.53007248069,1538221.43330731,0.00408493215218186,8.55000019073486,0.0555836744606495,46.1981635284424,0.300334935275542,"fl30",0,"farm-level",2973.1123390349,115661.097310421,2655.68367233276,0.521469416514878,60313.7249279358,83892.1335792334,-2099670.81384003,-2183562.94741926
"MG-3128303-68C692A1E4D244F3A87824D34491A972indiv40",19791.6148876029,55148.9534751731,1413.36000000004,46.9800000000013,"Scenarios",3322.26000000003,-1908.89999999999,1420861.36610161,604464.617577617,-816396.748523996,-8015503.6199709,-2493825.29073746,-8015503.6199709,-2493825.29073746,13950226.3379354,4340267.17502517,"MG-3128303-68C692A1E4D244F3A87824D34491A972",47.16,144509.361200339,5.4936,0.0542651045738106,153.822143554688,316149.1875,7644009.5,13.5511436462402,30.7987728118896,3128303,3105,14.4281635284424,0.2002232670784,0.0937976986169815,62.5724983215332,0.40678471326828,6283.53007248069,1538221.43330731,0.00408493215218186,8.55000019073486,0.0555836744606495,61.5881635284424,0.400385549864258,"fl40",0,"farm-level",27278.0169811893,182700.715360581,3960.51324211121,0.489108143604162,89360.4077251662,124717.746312736,-2466547.27375627,-2591265.02006901
"MG-3128303-68C692A1E4D244F3A87824D34491A972int20",592.446427884597,10531.3158658196,2615.58000000002,62.3700000000006,"Scenarios",3322.26000000003,-706.68000000001,1420861.36610161,1118629.05731281,-302232.308788804,-2967361.35898221,-923220.942143843,-2967361.35898221,-923220.942143843,13950226.3379354,4340267.17502517,"MG-3128303-68C692A1E4D244F3A87824D34491A972",8.1,46801.5714131415,5.4936,0.0542651045738106,153.822143554688,316149.1875,7644009.5,13.5511436462402,30.7987728118896,3128303,3105,14.4281635284424,0.2002232670784,0.0937976986169815,62.5724983215332,0.40678471326828,6283.53007248069,1538221.43330731,0.00408493215218186,8.55000019073486,0.0555836744606495,22.5281635284424,0.146455919855473,"rl20",13009.4722673167,"regional-level",0,34395.5842049812,690.792034378052,0.676272370935237,23260.7832800052,46209.1249852569,-923220.942143843,-969430.0671291
"MG-3128303-68C692A1E4D244F3A87824D34491A972int30",710.935713462077,10542.5435485139,2674.62000000003,62.2800000000006,"Scenarios",3322.26000000003,-647.64,1420861.36610161,1143879.23491921,-276982.1311824,-2719451.39317826,-846089.900619842,-2719451.39317826,-846089.900619842,13950226.3379354,4340267.17502517,"MG-3128303-68C692A1E4D244F3A87824D34491A972",8.19,47896.4962948477,5.4936,0.0542651045738106,153.822143554688,316149.1875,7644009.5,13.5511436462402,30.7987728118896,3128303,3105,14.4281635284424,0.2002232670784,0.0937976986169815,62.5724983215332,0.40678471326828,6283.53007248069,1538221.43330731,0.00408493215218186,8.55000019073486,0.0555836744606495,22.6181635284424,0.147041011168857,"rl30",14132.094519405,"regional-level",0,34420.4438663421,698.467612609863,0.674653072955755,23221.8582269288,47185.5605813856,-846089.900619842,-893275.461201228
"MG-3128303-68C692A1E4D244F3A87824D34491A972int40",1184.89285576919,10789.5525677893,2596.50000000003,61.9200000000006,"Scenarios",3322.26000000003,-725.76,1420861.36610161,1110468.93894001,-310392.4271616,-3047478.60402855,-948147.437270484,-3047478.60402855,-948147.437270484,13950226.3379354,4340267.17502517,"MG-3128303-68C692A1E4D244F3A87824D34491A972",10.17,45427.2818547864,5.4936,0.0542651045738106,153.822143554688,316149.1875,7644009.5,13.5511436462402,30.7987728118896,3128303,3105,14.4281635284424,0.2002232670784,0.0937976986169815,62.5724983215332,0.40678471326828,6283.53007248069,1538221.43330731,0.00408493215218186,8.55000019073486,0.0555836744606495,24.5981635284424,0.159913020063312,"rl40",10594.4282433409,"regional-level",0,37310.180984762,859.65163192749,0.644416628626802,24043.3010436562,44242.3889990172,-948147.437270484,-992389.826269501
"MG-3128303-68C692A1E4D244F3A87824D34491A972present",0,0,3322.26000000003,62.8200000000006,"Present",3322.26000000003,0,1420861.36610161,1420861.36610161,0,0,0,0,0,13950226.3379354,4340267.17502517,"MG-3128303-68C692A1E4D244F3A87824D34491A972",0,0,5.4936,0.0542651045738106,153.822143554688,316149.1875,7644009.5,13.5511436462402,30.7987728118896,3128303,3105,14.4281635284424,0.2002232670784,0.0937976986169815,62.5724983215332,0.40678471326828,6283.53007248069,1538221.43330731,0.00408493215218186,8.55000019073486,0.0555836744606495,14.4281635284424,0.0937976986169815,"present",0,"present",0,0,0,0,0,0,0,0
"MG-3128303-8035F33B45054BD4A3416AE13652D63Cindiv10",2725.25356826523,12225.6545452245,4055.9400000001,115.920000000003,"Scenarios",5309.55000000018,-1253.61000000008,2270783.88397808,1734641.01221044,-536142.871767635,-5263929.74646782,-1637741.27650563,-5263929.74646782,-1637741.27650563,22294890.903357,6936502.73583508,"MG-3128303-8035F33B45054BD4A3416AE13652D63C",11.16,69308.0895215364,7.12,0.004661008,199.45578,310264.125,7641037.5,15.65703106,27.24723816,3128303,3105,9.964997292,0.136607915,0.049960934,117.9225006,0.591221273,9444.980131,1994557.784,0.004735376,11.43000031,0.057305936,21.124997292,0.10591318683269,"fl10",29636.7574982112,"farm-level",0,43408.8554047755,837.01255531311,0.632259874677123,27445.6774781007,66582.8359532712,-1637741.27650563,-1704324.1124589
"MG-3128303-8035F33B45054BD4A3416AE13652D63Cindiv20",4536.27590000747,14572.2402283409,5366.60999999995,114.299999999999,"Scenarios",5309.55000000018,57.0599999997694,2270783.88397808,2295187.25684758,24403.3728695014,88738.1013134387,27608.6608901413,239595.912071713,74544.3297652601,22294890.903357,6936502.73583508,"MG-3128303-8035F33B45054BD4A3416AE13652D63C",29.97,56217.8905211078,7.12,0.00466100771415906,199.455780029297,310264.125,7641037.5,15.6570310592651,27.2472381591797,3128303,3105,9.96499729156494,0.13660791516304,0.0499609336256981,117.922500610352,0.591221272945404,9444.98013142722,1994557.78394822,0.0047353757545352,11.4300003051758,0.0573059357702732,39.9349972915649,0.200219804538626,"fl20",0,"farm-level",0,79081.9299279091,2434.20171089172,0.526613985403884,41645.6502927669,51681.6146211003,74544.3297652601,22862.7151441598
"MG-3128303-8035F33B45054BD4A3416AE13652D63Cindiv30",4654.76518557375,17064.7857864836,2741.39999999998,114.209999999999,"Scenarios",5309.55000000018,-2568.1500000002,2270783.88397808,1172439.64922399,-1098344.23475409,-10783705.6009377,-3355082.72848653,-10783705.6009377,-3355082.72848653,22294890.903357,6936502.73583508,"MG-3128303-8035F33B45054BD4A3416AE13652D63C",49.95,75384.1899524853,7.12,0.00466100771415906,199.455780029297,310264.125,7641037.5,15.6570310592651,27.2472381591797,3128303,3105,9.96499729156494,0.13660791516304,0.0499609336256981,117.922500610352,0.591221272945404,9444.98013142722,1994557.78394822,0.0047353757545352,11.4300003051758,0.0573059357702732,59.9149972915649,0.300392384130279,"fl30",0,"farm-level",6896.35517504992,120312.858625137,4138.86106178284,0.484731265073749,58319.4041660017,70729.4247669116,-3348186.37331148,-3418915.79807839
"MG-3128303-8035F33B45054BD4A3416AE13652D63Cindiv40",20650.8187384495,37899.0654375241,3567.60000000007,102.060000000002,"Scenarios",5309.55000000018,-1741.95000000011,2270783.88397808,1525788.17121603,-744995.712762047,-7314477.72581553,-2275718.45837939,-7314477.72581553,-2275718.45837939,22294890.903357,6936502.73583508,"MG-3128303-8035F33B45054BD4A3416AE13652D63C",69.93,123609.584741705,7.12,0.00466100771415906,199.455780029297,310264.125,7641037.5,15.6570310592651,27.2472381591797,3128303,3105,9.96499729156494,0.13660791516304,0.0499609336256981,117.922500610352,0.591221272945404,9444.98013142722,1994557.78394822,0.0047353757545352,11.4300003051758,0.0573059357702732,79.8949972915649,0.400564963721932,"fl40",0,"farm-level",38450.0910262676,186083.705585425,5835.97281761169,0.460601958857888,85710.5193041812,102958.766003256,-2237268.36735312,-2340227.13335638
"MG-3128303-8035F33B45054BD4A3416AE13652D63Cint20",2725.25356826523,12225.6545452245,4518.99000000012,115.920000000003,"Scenarios",5309.55000000018,-790.56000000006,2270783.88397808,1932677.84724845,-338106.036729626,-3319574.90795993,-1032803.45845543,-3319574.90795993,-1032803.45845543,22294890.903357,6936502.73583508,"MG-3128303-8035F33B45054BD4A3416AE13652D63C",11.16,69313.1436884783,7.12,0.00466100771415906,199.455780029297,310264.125,7641037.5,15.6570310592651,27.2472381591797,3128303,3105,9.96499729156494,0.13660791516304,0.0499609336256981,117.922500610352,0.591221272945404,9444.98013142722,1994557.78394822,0.0047353757545352,11.4300003051758,0.0573059357702732,21.1249972915649,0.105913186814952,"rl20",29641.8116644122,"regional-level",0,43408.8554059474,837.01255531311,0.632259874677123,27445.6774788416,66587.8901202131,-1032803.45845543,-1099391.34857564
"MG-3128303-8035F33B45054BD4A3416AE13652D63Cint30",2725.25356826523,12225.6545452245,4635.27000000012,115.920000000003,"Scenarios",5309.55000000018,-674.280000000061,2270783.88397808,1982408.37997325,-288375.504004826,-2831313.20701687,-880892.931551478,-2831313.20701687,-880892.931551478,22294890.903357,6936502.73583508,"MG-3128303-8035F33B45054BD4A3416AE13652D63C",11.16,72226.7574583427,7.12,0.00466100771415906,199.455780029297,310264.125,7641037.5,15.6570310592651,27.2472381591797,3128303,3105,9.96499729156494,0.13660791516304,0.0499609336256981,117.922500610352,0.591221272945404,9444.98013142722,1994557.78394822,0.0047353757545352,11.4300003051758,0.0573059357702732,21.1249972915649,0.105913186814952,"rl30",32555.4254342766,"regional-level",0,43408.8554059474,837.01255531311,0.632259874677123,27445.6774788416,69501.5038900775,-880892.931551478,-950394.435441555
"MG-3128303-8035F33B45054BD4A3416AE13652D63Cint40",3091.94910768355,12371.6144202509,6124.32000000011,115.560000000002,"Scenarios",5309.55000000018,814.769999999929,2270783.88397808,2619244.03317125,348460.14919317,1267107.30472198,394229.033185233,3421233.11040031,1064431.88859238,22294890.903357,6936502.73583508,"MG-3128303-8035F33B45054BD4A3416AE13652D63C",12.33,70731.058274432,7.12,0.00466100771415906,199.455780029297,310264.125,7641037.5,15.6570310592651,27.2472381591797,3128303,3105,9.96499729156494,0.13660791516304,0.0499609336256981,117.922500610352,0.591221272945404,9444.98013142722,1994557.78394822,0.0047353757545352,11.4300003051758,0.0573059357702732,22.2949972915649,0.111779148682932,"rl40",30232.4397896874,"regional-level",0,45387.1699693975,936.841287689209,0.619712665131104,28127.0040644937,67639.1091667484,1064431.88859238,996792.779425632
"MG-3128303-8035F33B45054BD4A3416AE13652D63Cpresent",0,0,5309.55000000018,117.990000000004,"Present",5309.55000000018,0,2270783.88397808,2270783.88397808,0,0,0,0,0,22294890.903357,6936502.73583508,"MG-3128303-8035F33B45054BD4A3416AE13652D63C",0,0,7.12,0.00466100771415906,199.455780029297,310264.125,7641037.5,15.6570310592651,27.2472381591797,3128303,3105,9.96499729156494,0.13660791516304,0.0499609336256981,117.922500610352,0.591221272945404,9444.98013142722,1994557.78394822,0.0047353757545352,11.4300003051758,0.0573059357702732,9.96499729156494,0.0499609336256981,"present",0,"present",0,0,0,0,0,0,0,0
