"property_ID","scen","predicted_coffee_bags","yield_USD_future","diff_USD","npv_yield_USD_future"
114,"fl20",3896.10000000013,519090.58419815,149959.502101688,1470428.05685827
114,"fl30",1558.44000000005,207636.233679259,-161494.848417202,-1583537.90738583
114,"fl40",1558.44000000005,207636.233679259,-161494.848417202,-1583537.90738583
114,"rl20",2424.24000000008,322989.696834402,-46141.3852620573,-452439.402110234
114,"rl30",2164.50000000007,288383.65788786,-80747.4242086009,-791768.953692913
114,"rl40",2851.20000000009,379875.0221159,10743.9400194393,105349.715252276
114,"baseline",2770.56000000009,369131.082096461,0,0
115,"fl10",2354.67000000023,313720.65036676,70878.8275166473,695002.418366416
115,"fl20",2113.92000000016,281644.71336675,38802.8905166383,380481.784103113
115,"fl30",2045.61000000015,272543.540961889,29701.718111777,291240.228437388
115,"fl40",2759.85000000016,367704.152562639,124862.329712526,1224337.70638613
115,"rl20",2001.78000000012,266703.921777212,23862.0989271002,233979.836330364
115,"rl30",1886.1300000001,251295.481012724,8453.65816261153,82892.3540767946
115,"rl40",1698.39000000012,226282.245654969,-16559.5771951429,-162374.951744885
115,"baseline",1822.68000000014,242841.822850112,0,0
116,"fl10",1070.99999999997,142692.953383174,-8153.88305046729,-79952.9088968166
116,"fl20",948.599999999972,126385.187282239,-24461.6491514016,-239858.726690447
116,"fl30",1216.79999999996,162118.380650462,11271.5442168211,110523.138769116
116,"fl40",1149.11999999997,153101.145277005,2254.3088433645,22104.6277538259
116,"rl20",1101.59999999997,146769.894908407,-4076.94152523368,-39976.4544484085
116,"rl30",1040.39999999997,138616.01185794,-12230.8245757009,-119929.363345225
116,"rl40",642.599999999981,85615.7720299041,-65231.0644037368,-639623.271174519
116,"baseline",1132.19999999997,150846.836433641,0,0
117,"fl10",10609.4700000012,1413535.58182109,97690.7135473003,957906.395268289
117,"fl20",8540.82000000076,1137922.34371076,-177922.524563038,-1744619.50325189
117,"fl30",8654.85000000073,1153114.94639449,-162729.921879304,-1595648.42152801
117,"fl40",9113.9400000005,1214281.06027745,-101563.807996344,-995884.026994981
117,"rl20",11124.1800000013,1482112.13647644,166267.268202641,1630333.87465209
117,"rl30",11585.4300000013,1543566.03446709,227721.166193295,2232920.13655824
117,"rl40",11892.6000000014,1584491.33277776,268646.464503962,2634213.19253607
117,"baseline",9876.24000000112,1315844.86827379,0,0
118,"fl10",2366.91000000023,315351.426976854,-7350.48574990788,-72075.1958143493
118,"fl20",3807.45000000037,507279.444779489,184577.532052728,1809875.18624826
118,"fl30",2141.37000000026,285301.969734988,-37399.9429917729,-366725.18066052
118,"fl40",2020.77000000022,269234.023723768,-53467.8890029935,-524279.442310181
118,"rl20",2639.61000000024,351684.170569377,28982.2578426168,284185.560005302
118,"rl30",2544.30000000022,338985.69681872,16283.7840919599,159670.662179204
118,"rl40",2406.7800000002,320663.44196414,-2038.47076262215,-19988.2272242564
118,"baseline",2422.08000000024,322701.91272676,0,0
119,"fl10",2031.75000000016,270696.926271049,-108278.770508419,-1061727.59902692
119,"fl20",2355.84000000018,313876.533425072,-65099.1633543978,-638329.915295371
119,"fl30",3169.71000000026,422311.18699181,43335.4902123417,424926.195225193
119,"fl40",2749.14,366277.223028785,-12698.4737506836,-124514.89782636
119,"rl20",1912.41000000014,254796.854322636,-124178.842456833,-1217635.77137574
119,"rl30",1769.76000000013,235791.112212354,-143184.584567115,-1403996.59578966
119,"rl40",1728.27000000013,230263.259144317,-148712.437635152,-1458199.96490941
119,"baseline",2844.45000000022,378975.696779467,0,0
120,"fl10",3490.74,465083.099993271,-113638.749513652,-1114284.87884585
120,"fl20",5054.40000000008,673414.81193272,94692.9624257981,928511.943467922
120,"fl30",3762.63000000046,501307.924545483,-77413.9249614408,-759082.323290418
120,"fl40",4154.7150000003,553546.735588639,-25175.1139182845,-246854.606218595
120,"rl20",3435.03000000001,457660.668216449,-121061.181290473,-1187065.54150338
120,"rl30",3188.52000000001,424817.306929346,-153904.542577575,-1509111.15542747
120,"rl40",2264.58000000001,301717.654876263,-277004.19463066,-2716164.924155
120,"baseline",4343.67000000005,578721.849506922,0,0
121,"fl10",2254.41000000015,300362.671369366,-53719.7000971991,-526748.576261406
121,"fl20",3122.4600000002,416015.909636664,61933.5381700975,607289.374194242
121,"fl30",3982.23000000026,530565.975491249,176483.604024685,1730510.16638739
121,"fl40",3313.80000000008,441508.785173841,87426.4137072779,857259.792303839
121,"rl20",3395.61000000022,452408.608251617,98326.2367850536,964138.019049913
121,"rl30",3770.46000000024,502351.141935732,148268.770469168,1453849.58604294
121,"rl40",4148.28000000026,552689.378767885,198607.007301321,1947441.22067361
121,"baseline",2657.61000000017,354082.371466564,0,0
122,"fl10",1450.79999999998,193294.992314016,-37411.9339962604,-366842.758467734
122,"fl20",1488.95999999999,198379.178216074,-32327.7480942028,-316989.768214411
122,"fl30",1195.74,159312.485600748,-71394.4407095287,-700058.264075911
122,"fl40",1086.48000000002,144755.406154769,-85951.5201555075,-842797.722018143
122,"rl20",1778.39999999997,236942.248642987,6235.32233271031,61140.4597446247
122,"rl30",1915.11,255156.584457196,24449.6581469199,239741.148883288
122,"rl40",1631.69999999999,217396.91133084,-13310.0149794366,-130511.365993307
122,"baseline",1731.59999999997,230706.926310276,0,0
123,"fl10",1577.25000000011,210142.353616837,51393.4452269199,503938.481664386
123,"fl20",1811.51999999992,241354.938293821,82606.029903904,809993.513808864
123,"fl30",1282.86000000009,170919.777943189,12170.8695532724,119341.474309232
123,"fl40",830.789999999964,110688.962410089,-48059.9459798287,-471251.851262565
123,"rl20",1217.34000000008,162190.326677394,3441.41828747664,33744.8306667448
123,"rl30",1061.91000000007,141481.861930103,-17267.0464598144,-169312.042369742
123,"rl40",843.840000000058,112427.658060569,-46321.2503293486,-454203.069218268
123,"baseline",1191.51000000008,158748.908389917,0,0
124,"fl10",2004.75000000015,267099.624925254,83097.6610878558,814814.203904374
124,"fl20",1782.00000000014,237421.888822449,53419.9249850508,523809.131081389
124,"fl30",1737.45000000013,231486.341601887,47484.3777644888,465608.116516782
124,"fl40",1682.64000000013,224183.819869924,40181.8560325259,394003.23193125
124,"rl20",1158.30000000009,154324.227734591,-29677.7361028064,-291005.072822999
124,"rl30",1069.20000000008,142453.133293469,-41548.8305439293,-407407.1019522
124,"rl40",935.550000000071,124646.491631785,-59355.4722056128,-582010.145645996
124,"baseline",1381.05000000011,184001.963837398,0,0
125,"fl10",5867.72999999979,781777.519472495,179565.292177575,1760727.66283804
125,"fl20",7655.0399999997,1019906.87755959,417694.650264667,4095705.33604657
125,"fl30",4020.38999999977,535650.16139324,-66562.0659016794,-652674.40777384
125,"fl40",7755.75000000075,1033324.81157954,431112.58428462,4227274.90230608
125,"rl20",4744.2599999997,632093.810473978,29881.5831790588,293003.895545327
125,"rl30",4625.27999999971,616241.702543514,14029.4752485927,137566.034425352
125,"rl40",4521.23999999974,602380.101357723,167.874062802306,1646.08930080277
125,"baseline",4519.97999999975,602212.227294919,0,0
126,"fl10",931.140000000184,124058.932411987,-8513.61318503392,-83480.2431127271
126,"fl20",543.060000000024,72353.7210684143,-60218.8245286065,-590475.747764515
126,"fl30",468.360000000065,62401.1873450555,-70171.3582519657,-688065.327741458
126,"fl40",783.494999999944,104387.689552703,-28184.8560443183,-276366.635826611
126,"rl20",923.490000000051,123039.697030661,-9532.84856636006,-93474.3567250029
126,"rl30",1007.10000000007,134179.34019814,1606.79460111909,15755.4261649374
126,"rl40",1100.70000000019,146649.984863577,14077.4392665556,138036.345654343
126,"baseline",995.040000000088,132572.545597021,0,0
127,"fl10",1694.16000000011,225718.668444127,-8633.52322990657,-84656.0211848649
127,"fl20",1555.7400000001,207276.503544686,-27075.6881293471,-265490.688660325
127,"fl30",3042.63000000027,405379.888657607,171027.696983573,1677012.26411094
127,"fl40",935.37000000008,124622.509622814,-109729.682051219,-1075954.51369823
127,"rl20",1746.18000000011,232649.469037024,-1702.72263700935,-16696.0486225705
127,"rl30",1865.97000000012,248609.496007866,14257.3043338331,139800.012762241
127,"rl40",2233.62000000018,297592.749333108,63240.5576590748,620105.355179225
127,"baseline",1758.96000000011,234352.191674033,0,0
128,"fl10",11169.9000000002,1488203.56675517,884888.167047495,8676771.86021999
128,"fl20",4649.85000000011,619515.24676824,16199.8470605661,158847.617528875
128,"fl30",4051.30500000007,539769.071434215,-63546.3282734579,-623103.589262765
128,"fl40",3694.14000000006,492182.770131598,-111132.629576076,-1089711.11714074
128,"rl20",9668.34000000019,1288145.64791105,684830.24820338,6715103.72487514
128,"rl30",9708.75000000021,1293529.60892526,690214.209217589,6767896.16030851
128,"rl40",10373.9400000002,1382155.12308115,778839.723373477,7636913.73333257
128,"baseline",4528.26000000007,603315.399707673,0,0
129,"fl10",4623.12000000026,615953.918435922,226558.038758144,2221515.08925962
129,"fl20",3628.44000000018,483429.336856847,94033.4571790682,922045.164071845
129,"fl30",4623.57000000033,616013.873458361,226617.993780583,2222102.97829572
129,"fl40",1749.60000000005,233105.127207483,-156290.752470295,-1532509.1390606
129,"rl20",4084.92000000021,544247.711609748,154851.831931969,1518399.80219637
129,"rl30",3632.49000000019,483968.932058716,94573.0523809386,927336.165395911
129,"rl40",3684.69000000021,490923.714660589,101527.83498281,995531.293572634
129,"baseline",2922.66000000016,389395.879677779,0,0
130,"fl10",6839.73000000052,911280.36792119,-176387.675988765,-1729569.54392947
130,"fl20",7333.56000000043,977075.009535757,-110593.034374198,-1084420.1158166
130,"fl30",8073.45000000072,1075653.05741505,-12014.9864949067,-117812.962815147
130,"fl40",7955.18999999993,1059896.87752036,-27771.1663895915,-272310.201478558
130,"rl20",5415.30000000035,721498.739921542,-366169.303988414,-3590473.4985031
130,"rl30",4899.28500000031,652748.315701162,-434919.728208794,-4264605.85609124
130,"rl40",6142.05000000045,818326.101145854,-269341.942764102,-2641032.70535327
130,"baseline",8163.63000000037,1087668.04390996,0,0
131,"fl10",1193.76000000005,159048.683502063,2158.38080747798,21164.0052962294
131,"fl20",989.550000000064,131841.094323373,-25049.2083712117,-245620.039243277
131,"fl30",1408.59000000005,187671.2112101,30780.9085155153,301822.231085496
131,"fl40",762.570000000052,101599.781009726,-55290.5216848583,-542151.269004722
131,"rl20",1087.47000000004,144887.307204117,-12002.9954904673,-117695.385008402
131,"rl30",996.030000000036,132704.44664636,-24185.8560482248,-237154.437124827
131,"rl40",1131.93000000004,150810.863420192,-6079.43927439252,-59611.9482510087
131,"baseline",1177.56000000004,156890.302694585,0,0
132,"fl10",3022.2000000003,402657.930639293,-26859.8500486008,-263374.288130716
132,"fl20",2264.58000000023,301717.654876292,-127800.125811601,-1253144.26915052
132,"fl30",2634.12000000026,350952.719295735,-78565.0613921576,-770369.792782347
132,"fl40",3594.87000000037,478956.692183601,49438.9114957078,484773.299090617
132,"rl20",1060.6500000001,141313.987867303,-288203.79282059,-2825982.59608115
132,"rl30",969.300000000092,129143.118314031,-300374.662373862,-2945324.07039038
132,"rl40",783.900000000073,104441.649072907,-325076.131614988,-3187534.35322488
132,"baseline",3223.80000000032,429517.780687894,0,0
133,"fl10",5669.54999999987,755373.327594374,157693.699995136,1546265.74250295
133,"fl20",2498.30999999994,332858.293526346,-264821.334072892,-2596705.87203847
133,"fl30",4105.71000000019,547017.633646006,-50661.9939532324,-496766.235424694
133,"fl40",3764.88000000008,501607.699657579,-96071.9279416583,-942033.391295785
133,"rl20",4482.8999999999,597271.933446717,-407.694152523358,-3997.64544484076
133,"rl30",4219.1999999999,562138.290302791,-35541.3372964486,-348500.620544359
133,"rl40",4605.30000000007,613579.699547673,15900.0719484339,155908.172349015
133,"baseline",4485.9599999999,597679.62759924,0,0
134,"fl10",2346.12000000009,312581.504940573,-3153.63417981442,-30922.9632939291
134,"fl20",2281.14000000012,303923.999701698,-11811.139418689,-115814.140093157
134,"fl30",2365.47000000009,315159.570905059,-575.568215328455,-5643.73474567091
134,"fl40",2611.80000000014,347978.950183196,32243.811062809,316166.723564081
134,"rl20",2586.1500000001,344561.513904685,28826.3747842991,282657.048511687
134,"rl30",2427.84000000009,323469.337013844,7734.19789345664,75837.6856447617
134,"rl40",2661.3000000001,354574.00265048,38838.8635300935,380834.51752469
134,"baseline",2369.7900000001,315735.139120386,0,0
135,"fl10",1675.44000000027,223224.539511064,70027.466198143,686654.394055131
135,"fl20",2029.59000000025,270409.142163398,117212.068850477,1149323.06539183
135,"fl30",946.440000000071,126097.403174589,-27099.6701383322,-265725.844274856
135,"fl40",1538.01000000022,204914.275660964,51717.2023480427,507113.082458832
135,"rl20",2168.55000000035,288923.253089766,135726.179776845,1330863.19971062
135,"rl30",2202.48000000036,293443.861780983,140246.788468061,1375190.03302548
135,"rl40",1968.66000000026,262291.23212639,109094.158813469,1069722.88991663
135,"baseline",1149.84000000018,153197.073312921,0,0
136,"fl10",3651.84000000006,486546.998023187,0,0
136,"fl20",6504.84000000011,866661.840228801,380114.842205614,3727216.48827814
136,"fl30",2356.74000000006,313996.443469916,-172550.554553271,-1691944.64562528
136,"fl40",2439.18000000008,324980.203579075,-161566.79444411,-1584243.37422896
136,"rl20",4907.16000000009,653797.528593657,167250.530570471,1639975.25484239
136,"rl30",4793.04000000008,638592.93490543,152045.936882245,1490886.59531125
136,"rl40",5477.7600000001,729820.497034779,243273.499011594,2385418.55249802
136,"baseline",3651.84000000006,486546.998023187,0,0
137,"fl10",2551.95000000029,340004.932200037,32411.6851256115,317812.812864885
137,"fl20",2103.66000000026,280277.738855362,-27315.5082190655,-267842.244804336
137,"fl30",1434.55500000017,191130.616004322,-116462.631070106,-1141974.45244178
137,"fl40",2342.52000000026,312101.864761156,4508.61768672894,44209.2555076511
137,"rl20",2633.58000000028,350880.773268822,43287.526194395,424455.883996361
137,"rl30",2491.38000000027,331934.986180972,24341.7391065433,238682.94861845
137,"rl40",2530.26000000031,337115.100118919,29521.8530444926,289476.561329421
137,"baseline",2308.68000000026,307593.247074427,0,0
138,"fl10",2893.77000000008,385546.767237766,71502.3597499533,701116.464341218
138,"fl20",5845.50000000015,778815.741364505,464771.333876692,4557315.8071191
138,"fl30",2009.43000000004,267723.15715851,-46321.2503293044,-454203.069217834
138,"fl40",2189.79,291753.130148411,-22291.2773394033,-218577.14358668
138,"rl20",2424.51000000006,323025.66984786,8981.26236004396,88065.7775941305
138,"rl30",2424.51000000006,323025.66984786,8981.26236004396,88065.7775941305
138,"rl40",3128.40000000008,416807.31593272,102762.908444907,1007641.80771475
138,"baseline",2357.09999999973,314044.407487813,0,0
139,"fl10",3783.46500000014,504083.842083944,140408.667028603,1376777.33342251
139,"fl20",2296.12500000021,305920.501948626,-57754.6731067143,-566313.508384441
139,"fl30",1860.88500000004,247932.004254398,-115743.170800943,-1134919.78400967
139,"fl40",2143.57499999995,285595.749344853,-78079.4257104872,-765607.891590816
139,"rl20",3522.69000000015,469339.906585813,105664.731530474,1036095.63705705
139,"rl30",3510.58500000016,467727.116482452,104051.941427111,1020281.4219885
139,"rl40",4379.44500000027,583488.273790131,219813.098734789,2155377.57270904
139,"baseline",2729.6100000001,363675.17505534,0,0
140,"fl10",2546.28000000014,339249.498917402,-52604.53668,-515813.840191668
140,"fl20",3656.88000000024,487218.494274424,95364.4586770227,935096.300671282
140,"fl30",3837.87000000017,511332.404295723,119478.368698322,1171545.2709528
140,"fl40",4010.31000000011,534307.168890857,142453.133293454,1396824.34955023
140,"rl20",3469.41000000019,462241.231930118,70387.1963327168,690181.728271114
140,"rl30",3466.39500000019,461839.533279838,69985.4976824364,686242.871729875
140,"rl40",1967.1300000001,262087.385050107,-129766.650547295,-1272427.02953145
140,"baseline",2941.11000000014,391854.035597402,0,0
141,"fl10",569.880000000114,75927.0404052489,-92762.4107035748,-909581.91650872
141,"fl20",706.050000000139,94069.4301925418,-74620.0209162819,-731686.694213271
141,"fl30",1235.25000000025,164576.536570127,-4112.91453869688,-40329.187870064
141,"fl40",1155.15000000026,153904.542577605,-14784.9085312189,-144973.43627912
141,"rl20",813.870000000113,108434.653566744,-60254.7975420798,-590828.481186266
141,"rl30",762.300000000103,101563.807996275,-67125.6431125483,-658200.564712567
141,"rl40",427.500000000087,56957.2713084227,-111732.179800401,-1095590.00750106
141,"baseline",1266.12000000029,168689.451108824,0,0
142,"fl10",3513.60000000019,468128.815132735,-33454.9025159118,-328042.082091586
142,"fl20",3522.3300000002,469291.942567878,-32291.7750807701,-316637.034793055
142,"fl30",3053.16000000015,406782.836182449,-94800.8814661975,-929570.143732982
142,"fl40",3104.10000000003,413569.744721498,-88013.972927148,-863021.104857258
142,"rl20",3920.22000000019,522304.173400399,20720.4557517517,203174.45084344
142,"rl30",4348.98000000021,579429.318771617,77845.6011229692,763315.124349987
142,"rl40",4171.3200000002,555759.07591629,54175.3582676408,531216.532934804
142,"baseline",3764.70000000037,501583.717648648,0,0
143,"fl10",1181.34000000012,157393.924883007,-54031.4662138358,-529805.59924865
143,"fl20",821.790000000081,109489.861961506,-101935.529135336,-999528.939017499
143,"fl30",1789.92000000019,238477.097217222,27051.7061203792,265255.533045962
143,"fl40",1325.16000000008,176555.550051599,-34869.841045243,-341916.263341184
143,"rl20",1249.92000000013,166531.070301326,-44894.3207955168,-440211.310161322
143,"rl30",1084.14000000011,144443.640038146,-66981.7510586969,-656789.631025961
143,"rl40",879.930000000091,117236.050859451,-94189.340237391,-923573.67556551
143,"baseline",1586.88000000015,211425.391096842,0,0
144,"fl10",1325.43000000018,176591.523065071,-225886.542506945,-2214930.73205651
144,"fl20",3158.37000000043,420800.320426598,18322.2548545834,179658.889403474
144,"fl30",2487.60000000034,331431.36399257,-71046.7015794474,-696648.507667194
144,"fl40",2360.25000000036,314464.092644907,-88013.9729271081,-863021.104856868
144,"rl20",2082.51000000028,277459.852801159,-125018.212770857,-1225866.21787988
144,"rl30",2001.87000000027,266715.912781718,-135762.152790298,-1331215.93313217
144,"rl40",978.84000000013,130414.16478955,-272063.900782466,-2667722.8675884
144,"baseline",3020.8500000004,402478.065572016,0,0
145,"fl10",1595.8800000006,212624.491545501,68060.9414624604,667371.633674317
145,"fl20",1034.82000000037,137872.569579862,-6690.98050317754,-65608.4164182699
145,"fl30",984.690000000329,131193.580081165,-13369.9700018746,-131099.255029393
145,"fl40",944.460000000313,125833.60107593,-18729.9490071104,-183656.53484835
145,"rl20",1696.68000000069,226054.416569812,81490.8664867716,799058.77773978
145,"rl30",1622.79000000066,216209.801886817,71646.2518037769,702527.398027554
145,"rl40",1821.2400000007,242649.966778411,98086.416695371,961786.462906255
145,"baseline",1085.04000000037,144563.55008304,0,0
146,"fl10",15357.6000000009,2046145.00548797,228908.275637383,2244560.33947092
146,"fl20",15799.3200000009,2104996.85550517,287760.125654579,2821632.21721442
146,"fl30",23000.6700000015,3064457.07945104,1247220.34960045,12229620.4604193
146,"fl40",9842.31000000073,1311324.25958253,-505912.470268059,-4960725.26362609
146,"rl20",14881.3200000009,1982688.60974816,165451.87989757,1622338.58376217
146,"rl30",14566.6800000008,1940768.05806515,123531.328214566,1211286.56978664
146,"rl40",14430.6000000009,1922637.65928236,105400.929431776,1033508.92529856
146,"baseline",13639.5000000009,1817236.72985059,0,0
147,"fl10",2041.65000000035,272015.936764533,54427.1693618785,533685.666886343
147,"fl20",969.390000000054,129155.109318512,-88433.6580841424,-867136.328109152
147,"fl30",1923.39000000011,256259.756869921,38670.989467267,379188.428223651
147,"fl40",1656.72000000009,220730.410577956,3141.64317530181,30805.3854864667
147,"rl20",2133.63000000036,284270.743349207,66681.9759465526,653850.185845983
147,"rl30",2154.96000000037,287112.611412386,69523.8440097318,681716.126152681
147,"rl40",2114.01000000036,281656.704371263,64067.9369686087,628218.223876121
147,"baseline",1633.14000000028,217588.767402654,0,0
148,"fl10",1115.64000000014,148640.491608243,-96383.6940583312,-945090.414283384
148,"fl20",1617.2100000002,215466.359608625,-29557.8260579493,-289829.294751013
148,"fl30",1734.84000000021,231138.602471804,-13885.5831947703,-136155.10073903
148,"fl40",1459.98000000021,194518.074771617,-50506.1108949573,-495237.723931497
148,"rl20",971.910000000118,129490.857444128,-115533.328222446,-1132862.17238373
148,"rl30",890.100000000108,118591.034366369,-126433.151300204,-1239740.39912963
148,"rl40",883.35000000011,117691.709029921,-127332.476636653,-1248558.73466972
148,"baseline",1839.06000000024,245024.185666574,0,0
149,"fl10",2520.18000000007,335772.107616458,61429.9159816794,602351.106291726
149,"fl20",1601.55000000008,213379.924828048,-60962.2668067302,-597765.571810919
149,"fl30",1733.85000000016,231006.701422451,-43335.4902123271,-424926.195225049
149,"fl40",1453.14000000014,193606.758430673,-80735.4332041056,-791651.375885621
149,"rl20",2026.98000000007,270061.40303328,-4280.78860149801,-41975.277170855
149,"rl30",2130.84000000007,283899.022210103,9556.83057532442,93709.512339331
149,"rl40",2551.14000000008,339897.013159636,65554.8215248586,642797.871968952
149,"baseline",2059.11000000009,274342.191634779,0,0
150,"fl10",2679.47999999993,356996.185556626,-89213.0733756835,-874778.885576765
150,"fl20",2054.33999999992,273706.668396999,-172502.590535311,-1691474.33439632
150,"fl30",1614.41999999991,215094.638469521,-231114.620462789,-2266194.6559958
150,"fl40",3310.73999999988,441101.091021293,-5108.16791101729,-50088.1458676063
150,"rl20",2714.75999999973,361696.659315103,-84512.5996172056,-828688.385154155
150,"rl30",2776.94999999975,369982.443414919,-76226.8155173897,-747442.120378099
150,"rl40",3066.97499999989,408623.455371012,-37585.8035612966,-368547.636672047
150,"baseline",3349.0799999998,446209.258932308,0,0
151,"fl10",6502.3200000003,866326.092103218,-367955.963656838,-3607992.59177621
151,"fl20",5396.67000000024,719016.601992928,-515265.453767128,-5052435.95324304
151,"fl30",4795.83000000037,638964.656044536,-595317.39971552,-5837385.39411809
151,"fl40",5210.18999999996,694171.240697938,-540110.815062118,-5296057.1697643
151,"rl20",7492.95000000034,998311.078480421,-235970.977279637,-2313813.66791254
151,"rl30",7690.59000000035,1024643.32433164,-209638.731428421,-2055612.80329869
151,"rl40",5330.07000000024,710143.258673302,-524138.797086754,-5139443.53057193
151,"baseline",9264.06000000042,1234282.05576006,0,0
152,"fl10",4988.70000000043,664661.378658,164264.770453527,1610698.38084993
152,"fl20",2077.56000000017,276800.347554415,-223596.260650059,-2192473.37088045
152,"fl30",2143.35000000002,285565.771833648,-214830.836370826,-2106523.99381657
152,"fl40",1881.09000000007,250623.984761505,-249772.623442969,-2449145.72400081
152,"rl20",3018.15000000026,402118.335437417,-98278.2727670561,-963667.707820585
152,"rl30",3017.34000000026,402010.416397044,-98386.1918074299,-964725.908085396
152,"rl40",2248.92000000019,299631.220095726,-200765.388108748,-1968605.22596934
152,"baseline",3755.78999999991,500396.608204474,0,0
153,"fl10",4316.76000000039,575136.53916566,-51201.5891551122,-502057.236748853
153,"fl20",2782.79999999987,370761.858706523,-255576.269614247,-2506053.3826868
153,"fl30",2884.22999999981,384275.720762218,-242062.407558554,-2373543.19397113
153,"fl40",2404.98000000001,320423.621874393,-305914.506446378,-2999645.01731726
153,"rl20",3309.93000000012,440993.17198095,-185344.956339821,-1817400.16590904
153,"rl30",3549.78000000013,472949.198936093,-153388.929384679,-1504055.30971783
153,"rl40",3539.79000000011,471618.197438146,-154719.930882626,-1517106.44631719
153,"baseline",4701.06000000018,626338.128320773,0,0
154,"fl10",5222.70000000004,695837.990321502,-166686.953359666,-1634449.09790429
154,"fl20",5078.16000000003,676580.437117013,-185944.506564154,-1823279.05626943
154,"fl30",4853.79000000016,646686.86293348,-215838.080747688,-2116400.52962185
154,"fl40",3496.0500000001,465790.569257956,-396734.374423209,-3890179.32905925
154,"rl20",4006.61999999994,533815.537706907,-328709.405974259,-3223160.42880704
154,"rl30",5015.69999999997,668258.680003735,-194266.263677433,-1904878.05446714
154,"rl40",6547.86000000004,872393.54037309,9868.59669192255,96766.5353261956
154,"baseline",6473.79000000034,862524.943681168,0,0
155,"fl10",11916.360000001,1587656.957962,139383.436145153,1366724.4309078
155,"fl20",5946.75000000003,792305.621411218,-655967.900405629,-6432093.94294192
155,"fl30",5329.17000000065,710023.348628498,-738250.173188352,-7238912.85595575
155,"fl40",5921.8200000007,788984.113168692,-659289.408648159,-6464662.99553578
155,"rl20",10623.1500000002,1415358.21450283,-32915.307314019,-322751.0807673
155,"rl30",10623.1500000002,1415358.21450283,-32915.307314019,-322751.0807673
155,"rl40",6167.25000000012,821683.582401885,-626589.939414963,-6144028.31529886
155,"baseline",10870.2000000002,1448273.52181685,0,0
156,"fl10",1013.21999999996,134994.728503172,-12710.4647551388,-124632.47563326
156,"fl20",893.06999999996,118986.737514387,-28718.4557439239,-281598.848246863
156,"fl30",692.27999999998,92234.8065061654,-55470.3867521455,-543914.936112716
156,"fl40",1016.36999999998,135414.413660184,-12290.7795981269,-120517.252381192
156,"rl20",936.089999999951,124718.437658685,-22986.755599626,-225396.656404701
156,"rl30",935.189999999951,124598.527613825,-23106.6656444858,-226572.434476713
156,"rl40",817.469999999961,108914.293746163,-38790.899512148,-380364.206295871
156,"baseline",1108.61999999995,147705.193258311,0,0
157,"fl10",1080.81000000022,143999.972872179,37675.7360949589,369429.470226228
157,"fl20",874.890000000168,116564.554608247,10240.3178310267,100411.447349813
157,"fl30",793.980000000093,105784.64157534,-539.59520188047,-5291.00132416496
157,"fl40",1039.41000000014,138484.110808617,32159.8740313969,315343.678913571
157,"rl20",1225.62000000025,163293.499090127,56969.2623129069,558612.162013
157,"rl30",1225.98000000025,163341.463108071,57017.2263308508,559082.473241804
157,"rl40",1297.62000000033,172886.302678922,66562.0659017025,652674.407774065
157,"baseline",798.030000000178,106324.23677722,0,0
158,"fl10",2111.85000000028,281368.920263589,-79512.3507465514,-779658.439551255
158,"fl20",2234.16000000029,297664.695360039,-63216.5756501016,-619870.19956481
158,"fl30",1772.28000000023,236126.860337974,-124754.410672165,-1223279.50612145
158,"fl40",1618.29000000011,215610.251662445,-145271.019347696,-1424455.13424286
158,"rl20",2718.00000000037,362128.335476685,1247.06446654468,12228.0919489506
158,"rl30",2709.18000000037,360953.217037059,71.9460269184551,705.466843232379
158,"rl40",2395.44000000031,319152.575398919,-41728.6956112203,-409170.769060232
158,"baseline",2708.64000000035,360881.27101014,0,0
159,"fl10",816.660000000034,108806.374705799,-121360.956402621,-1190004.9866834
159,"fl20",691.020000000029,92066.9324433682,-138100.398665052,-1354143.60553628
159,"fl30",1067.94000000004,142285.259230659,-87882.0718777611,-861727.748977641
159,"fl40",1398.60000000004,186340.209712155,-43827.1213962657,-429746.885320428
159,"rl20",1130.76000000005,150654.980361876,-79512.3507465449,-779658.439551189
159,"rl30",1099.35000000005,146470.119796268,-83697.2113121523,-820693.094264409
159,"rl40",1256.40000000005,167394.422624306,-62772.9084841146,-615519.820698313
159,"baseline",1727.55000000007,230167.331108421,0,0
160,"fl10",3163.77000000016,421519.780695723,-66634.0119286022,-653379.874617113
160,"fl20",2325.87000000012,309883.528931231,-178270.263693093,-1748029.25966035
160,"fl30",2479.05000000013,330292.218566374,-157861.574057952,-1547911.83180389
160,"fl40",3447.90000000003,459375.381857947,-28778.4107663764,-282186.737283091
160,"rl20",2555.37000000013,340460.590370486,-147693.20225384,-1448205.85129727
160,"rl30",2478.51000000013,330220.272539458,-157933.520084868,-1548617.2986471
160,"rl40",2671.20000000014,355893.013143944,-132260.77948038,-1296883.21342931
160,"baseline",3663.90000000019,488153.792624324,0,0
161,"fl10",4469.57999999994,595497.264782794,-600437.558631118,-5887591.11779381
161,"fl20",4564.89000000007,608195.738533467,-587739.084880446,-5763076.21996757
161,"fl30",5355.72000000032,713560.694951819,-482374.128462093,-4729920.02809029
161,"fl40",10376.4600000001,1382490.87120674,186556.047792829,1829275.52443562
161,"rl20",8856.62999999983,1179998.77845194,-15936.0449619729,-156260.905771413
