"property_ID","scen","predicted_coffee_bags","yield_USD_future","diff_USD","npv_yield_USD_future"
24,"fl40",3640.32,485012.149448972,177143.109271398,1736976.9457833
24,"rl20",3769.83000000001,502267.204904299,194398.164726726,1906171.41034584
24,"rl30",3456.26999999995,460490.545275134,152621.50509756,1496530.33005678
24,"rl40",2617.92000000001,348794.338488224,40925.2983106514,401293.055977672
24,"baseline",2310.75000000003,307869.040177574,0,0
25,"fl10",4960.80000000051,660944.167267358,511296.431282296,5013517.69905972
25,"fl20",3889.62000000045,518227.231875199,368579.495890137,3614106.63775095
25,"fl30",4303.25999999988,573337.888492695,423690.152507632,4154494.23964692
25,"fl40",2251.89000000026,300026.923243773,150379.18725871,1474543.28011044
25,"rl20",3744.00000000039,498825.786616875,349178.050631813,3423865.74569932
25,"rl30",4399.20000000046,586120.299274829,436472.563289766,4279832.18212416
25,"rl40",2340.00000000024,311766.116635545,162118.380650483,1589651.95336039
25,"baseline",1123.20000000012,149647.735985063,0,0
26,"fl10",3792.78000000041,505324.91104828,333733.636853869,3272425.53002418
26,"fl20",3149.55000000033,419625.20198696,248033.927792549,2432096.94195709
26,"fl30",2223.09000000023,296189.801808255,124598.527613844,1221750.9946278
26,"fl40",2613.15000000008,348158.815250477,176567.541056067,1731333.21103761
26,"rl20",3793.50000000042,505420.839084168,333829.564889757,3273366.1524818
26,"rl30",4012.29000000044,534570.970989592,362979.696795181,3559197.80178794
26,"rl40",5119.29000000059,682060.326167181,510469.051972769,5005404.83036291
26,"baseline",1287.90000000014,171591.274194411,0,0
27,"fl10",1054.43999999994,140486.608557749,31512.3597891461,308994.477324629
27,"fl20",394.289999999976,52532.590653081,-56441.6581155221,-553438.738496132
27,"fl30",811.34999999995,108098.905441115,-875.343327488221,-8583.17992580126
27,"fl40",1234.34999999993,164456.626525224,55482.3777566212,544032.513919817
27,"rl20",1206.80999999993,160787.379152514,51813.1303839109,508053.704916249
27,"rl30",1264.85999999992,168521.577045971,59547.3282773676,583891.390561011
27,"rl40",1063.16999999994,141649.735992889,32675.4872242863,320399.524623146
27,"baseline",817.920000000037,108974.248768603,0,0
28,"fl10",2472.02999999999,329356.920216449,1295.02848448606,12698.4031777305
28,"fl20",2655.80999999999,353842.551376822,25780.6596448598,252792.285482582
28,"fl30",2636.36999999997,351252.494407847,23190.6026758852,227395.479127097
28,"fl40",2006.19000000013,267291.480997027,-60770.4107349346,-595884.326895503
28,"rl20",5048.19000000001,672587.432623178,344525.540891218,3378245.55650493
28,"rl30",2987.81999999998,398077.366925604,70015.4751936436,686536.8162478
28,"rl40",1465.10999999999,195201.562027288,-132860.329704673,-1302762.10378931
28,"baseline",2462.30999999999,328061.891731963,0,0
29,"fl10",1433.52000000006,190992.719452718,-72041.9549517785,-706407.465664841
29,"fl20",3533.31000000015,470754.845115159,207720.170710664,2036800.3541465
29,"fl30",1915.91999999996,255264.503497565,-7770.17090693184,-76190.4190665347
29,"fl40",1560.32999999998,207888.044773455,-55146.6296310414,-540740.335318454
29,"rl20",2419.83000000008,322402.137614589,59367.4632100935,582127.723453146
29,"rl30",2983.86000000011,397549.76272824,134515.088323742,1318987.84118311
29,"rl40",2404.53000000008,320363.666851972,57328.9924474766,562139.496228942
29,"baseline",1974.24000000008,263034.674404497,0,0
30,"fl10",1272.06000000016,169480.857404881,-27483.3822818731,-269488.334105192
30,"fl20",1375.20000000017,183222.548545817,-13741.6911409373,-134744.167052602
30,"fl30",1440.18000000018,191880.053784697,-5084.18590205741,-49852.9902533224
30,"fl40",1224.72000000017,163173.589045256,-33790.6506414981,-331334.26069301
30,"rl20",2097.18000000026,279414.386532371,82450.1468456168,808465.002315549
30,"rl30",1478.34000000019,196964.239686754,0,0
30,"rl40",1272.06000000016,169480.857404881,-27483.3822818731,-269488.334105192
30,"baseline",1478.34000000019,196964.239686754,0,0
31,"fl10",1278.90000000018,170392.173745818,-2997.75112149533,-29394.4518003003
31,"fl20",1174.32000000017,156458.626533107,-16931.2983342069,-166019.863768109
31,"fl30",1000.62000000013,133315.987875158,-40073.9369921561,-392945.031666479
31,"fl40",1380.60000000015,183942.008814973,10552.0839476596,103468.470337018
31,"rl20",1254.60000000018,167154.602534603,-6235.32233271028,-61140.4597446244
31,"rl30",1091.61000000015,145438.893410487,-27951.0314568265,-274073.868586039
31,"rl40",1195.83000000017,159324.476605256,-14065.4482620574,-137918.767847022
31,"baseline",1301.40000000018,173389.924867314,0,0
32,"fl10",1748.24999999984,232925.262140166,-132200.824457931,-1296295.32439311
32,"fl20",1832.21999999983,244112.869325585,-121013.217272512,-1186595.2302744
32,"fl30",1778.39999999983,236942.248642968,-128183.837955128,-1256906.75898072
32,"fl40",1497.59999999986,199530.31464671,-165595.771951386,-1623749.51744843
32,"rl20",2456.99999999977,327354.422467259,-37771.6641308371,-370370.092683745
32,"rl30",1748.24999999984,232925.262140166,-132200.824457931,-1296295.32439311
32,"rl40",1842.74999999983,245515.816850445,-119610.269747652,-1172838.62683186
32,"baseline",2740.49999999974,365126.086598097,0,0
33,"fl10",1434.15000000011,191076.656484127,-158760.899394379,-1556730.16734377
33,"fl20",1959.84000000015,261116.113686749,-88721.442191757,-869958.195481503
33,"fl30",1883.07000000015,250887.786860207,-98949.7690182991,-970252.065024127
33,"fl40",2525.49000000021,336479.576881149,-13357.9789973565,-130981.677221876
33,"rl20",1466.10000000011,195333.46307665,-154504.092801856,-1514990.04578734
33,"rl30",1362.6000000001,181543.80791777,-168293.747960736,-1650204.52406874
33,"rl40",1249.4700000001,166471.115278892,-183366.440599614,-1797999.82772065
33,"baseline",2625.75000000001,349837.555878505,0,0
34,"fl10",1845.09000000013,245827.58296712,19209.5891865434,188359.647136337
34,"fl20",2515.50000000018,335148.575383203,108530.581602625,1064196.73297815
34,"fl30",1639.44000000012,218428.137716651,-8189.8560639252,-80305.64231842
34,"fl40",1783.98000000013,237685.690921139,11067.6971405621,108524.316046722
34,"rl20",1555.20000000011,207204.557517772,-19413.436262805,-190358.469858757
34,"rl30",1117.62000000008,148904.293706926,-77713.7000736502,-762021.768471035
34,"rl40",2865.78000000021,381817.564842645,155199.571062068,1521809.55860526
34,"baseline",1700.91000000012,226617.993780577,0,0
35,"fl10",2300.76000000007,306538.038679636,31560.3238071028,309464.78855356
35,"fl20",1830.15000000006,243837.076222438,-31140.6386500948,-305349.565301532
35,"fl30",2140.20000000007,285146.086676645,10168.3718041121,99705.9805066181
35,"fl40",1891.44000000006,252002.950277391,-22974.7645951415,-225279.078597514
35,"rl20",2196.18000000007,292604.491466925,17626.7765943925,172839.376585765
35,"rl30",1934.73000000006,257770.623435148,-17207.0914373845,-168724.153333736
35,"rl40",2039.31000000006,271704.170647859,-3273.54422467427,-32098.7413659413
35,"baseline",2063.88000000007,274977.714872533,0,0
36,"fl10",11662.0200000005,1553770.37928455,273382.911275922,2680656.42638052
36,"fl20",11820.1950000005,1574844.56966866,294457.101660034,2887299.42253663
36,"fl30",10404.8100000007,1386268.03761991,105880.569611276,1038212.03758721
36,"fl40",10903.0500000002,1452650.23845423,172262.770445602,1689122.7782524
36,"rl20",11612.7000000005,1547199.30882623,266811.840817604,2616223.78803426
36,"rl30",12322.0350000005,1641706.4106825,361318.942673866,3542913.27549053
36,"rl40",14008.5900000006,1866411.83924756,586024.371238925,5746262.59353756
36,"baseline",9610.11000000024,1280387.46800863,0,0
37,"fl10",1111.86000000004,148136.869419818,24221.829061683,237507.170546433
37,"fl20",1123.38000000004,149671.717994024,25756.6776358886,252557.129868187
37,"fl30",1006.74000000005,134131.376180193,10216.3358220582,100176.291735444
37,"fl40",631.98,84200.8335005608,-39714.2068575748,-389417.697450422
37,"rl20",953.010000000037,126972.746502061,3057.70614392561,29982.34083631
37,"rl30",1395.67500000006,185950.502066363,62035.4617082277,608288.785555447
37,"rl40",1373.04000000004,182934.764438136,59019.7240800006,578717.967044318
37,"baseline",930.060000000034,123915.040358136,0,0
38,"fl10",1658.34,220946.248658692,-36224.8245521483,-355202.555554815
38,"fl20",1972.07999999998,262746.89029682,5575.81708597997,54673.6803485453
38,"fl30",2689.73999999996,358363.160068031,101192.086857192,992239.114970895
38,"fl40",1643.67000000011,218991.714927491,-38179.3582833486,-374367.738128467
38,"rl20",1855.52999999998,247218.539487474,-9952.53372336582,-97589.5799770098
38,"rl30",1737.26999999998,231462.359592894,-25708.7136179453,-252086.818639388
38,"rl40",1403.27999999999,186963.741945419,-70207.3312654206,-688418.061163032
38,"baseline",1930.22999999999,257171.07321084,0,0
39,"fl10",1879.19999999987,250372.173667272,20000.9954826155,196119.78241159
39,"fl20",1518.11999999989,202264.263669518,-28106.9145151388,-275602.380079602
39,"fl30",1589.13000000005,211725.166208979,-18646.0119756783,-182833.490197645
39,"fl40",1751.04000000005,233296.983279259,2925.80509460208,28688.9849573151
39,"rl20",1927.07999999986,256751.388053813,26380.2098691562,258671.175842616
39,"rl30",1822.67999999987,242841.822850076,12470.6446654192,122280.919489236
39,"rl40",1609.55999999989,214447.124227275,-15924.0539573818,-156143.327963182
39,"baseline",1729.07999999988,230371.178184657,0,0
40,"fl10",1261.71000000002,168101.891888975,-7674.24287102935,-75249.7966087815
40,"fl20",1349.64000000003,179817.10327178,4040.96851177573,39623.7210268049
40,"fl30",1005.30000000004,133939.520108417,-41836.6146515875,-410228.969324977
40,"fl40",1175.13000000004,156566.545573463,-19209.5891865407,-188359.647136311
40,"rl20",1338.16500000004,178288.250199818,2512.11543981442,24632.5506086647
40,"rl30",1403.28000000003,186963.741945425,11187.6071854206,109700.094118721
40,"rl40",2030.76000000002,270565.025221685,94788.890461681,929452.56592548
40,"baseline",1319.31000000003,175776.134760004,0,0
41,"fl10",4521.33000000025,602392.092362277,42304.2638265396,414814.503805811
41,"fl20",3774.06000000016,502830.782115162,-57257.0464205754,-561434.029385878
41,"fl30",3509.01000000021,467517.273903953,-92570.5546317838,-907700.671593349
41,"fl40",3623.40000000014,482757.840605626,-77329.9879301106,-758259.278640714
41,"rl20",4157.55000000029,553924.452229944,-6163.37630579168,-60434.9929013906
41,"rl30",4681.17000000029,623688.116329383,63600.2877936477,623632.689395196
41,"rl40",4116.60000000024,548468.545188816,-11619.2833469199,-113932.895178003
41,"baseline",4203.81000000027,560087.828535738,0,0
42,"fl10",162.989999999982,21715.7091241097,-6031.47525644794,-59141.6370221975
42,"fl20",115.199999999987,15348.4857420543,-12398.6986385033,-121575.452646029
42,"fl30",157.140000000014,20936.2938325252,-6810.89054803246,-66784.1944902338
42,"fl40",198.450000000017,26440.1648915911,-1307.01948896663,-12815.9809848786
42,"rl20",171.629999999981,22866.8455547638,-4880.33882579386,-47854.1675308835
42,"rl30",137.429999999985,18310.2638500915,-9436.92053046623,-92533.7342673347
42,"rl40",200.699999999978,26739.9400037354,-1007.2443768223,-9876.53580489956
42,"baseline",208.259999999977,27747.1843805577,0,0
43,"fl10",746.189999999987,99417.4181932692,-80675.4781816748,-791063.486849605
43,"fl20",1145.96999999998,152681.460119997,-27411.4362549466,-268782.86726188
43,"fl30",866.339999999981,115425.409182054,-64667.4871928903,-634097.11423601
43,"fl40",775.079999999988,103266.530633269,-76826.3657416745,-753321.010738019
43,"rl20",750.329999999983,99969.004399624,-80123.8919753199,-785654.907718355
43,"rl30",821.15999999999,109405.924930092,-70686.9714448517,-693121.173451001
43,"rl40",892.079999999992,118854.836465046,-61238.0599098984,-600469.861376452
43,"baseline",1351.70999999993,180092.896374944,0,0
44,"fl10",976.680000000029,130126.380681873,-23034.7196175715,-225866.967633521
44,"fl20",1002.60000000004,133579.789973837,-19581.3103256074,-192004.559159561
44,"fl30",1033.65000000011,137716.68652151,-15444.4137779346,-151440.215675055
44,"fl40",898.920000000091,119766.152805993,-33394.9474934511,-327454.193055278
44,"rl20",1053.54000000003,140366.698512901,-12794.4017865434,-125455.520283694
44,"rl30",1207.98000000003,160943.262210845,7782.16191140056,76307.9968735666
44,"rl40",1417.86000000004,188906.284672155,35745.1843727103,350499.44326678
44,"baseline",1149.57000000004,153161.100299445,0,0
45,"fl10",892.350000000078,118890.809478515,-42520.1019072925,-416930.904335487
45,"fl20",1206.81000000012,160787.379152539,-623.532233268368,-6114.04597443637
45,"fl30",1312.11000000017,174816.854401144,13405.9430153365,131451.988451034
45,"fl40",719.460000000094,95856.089860947,-65554.8215248607,-642797.871968973
45,"rl20",929.52000000008,123843.094331226,-37567.8170545822,-368371.269961388
45,"rl30",1018.08000000009,135642.242745432,-25768.6686403752,-252674.707675394
45,"rl40",1108.6200000001,147705.193258331,-13705.7181274766,-134391.433630973
45,"baseline",1211.4900000001,161410.911385808,0,0
46,"fl10",2289.8700000001,305087.127136836,107427.409189908,1053379.57471557
46,"fl20",3652.56000000022,486642.926059094,288983.208112167,2833625.15354911
46,"fl30",2083.86000000007,277639.717868421,79979.9999214928,784243.974031985
46,"fl40",1051.6500000001,140114.887418705,-57544.8305282231,-564255.89675855
46,"rl20",1165.23000000006,155247.535080008,-42412.1828669199,-415872.704070687
46,"rl30",2595.0600000001,345748.623348797,148088.90540187,1452085.91893484
46,"rl40",4413.3300000002,588002.886979093,390343.169032165,3827510.35782084
46,"baseline",1483.56000000009,197659.717946928,0,0
47,"fl10",1192.67999999992,158904.791448214,9257.05546317891,90770.0671593402
47,"fl20",1454.66999999999,193810.605506915,44162.8695218797,433039.063922127
47,"fl30",875.250000000008,116612.518626169,-33035.2173588654,-323926.85883918
47,"fl40",643.769999999997,85771.655088224,-63876.0808968109,-626336.978960684
47,"rl20",789.749999999947,105221.064364479,-44426.6716205558,-435625.775680401
47,"rl30",1089.44999999993,145151.109302794,-4496.62668224031,-44091.6777004241
47,"rl40",1084.58999999993,144503.595060551,-5144.14092448333,-50440.8792892892
47,"baseline",1123.19999999991,149647.735985035,0,0
48,"fl10",952.73999999997,126936.773488594,-21511.8620478478,-210934.586118928
48,"fl20",856.979999999964,114178.344715509,-34270.2908209327,-336037.372981014
48,"fl30",741.779999999996,98829.8589734573,-49618.7765629844,-486536.96619851
48,"fl40",795.86999999994,106036.452669525,-42412.1828669171,-415872.704070661
